feature_dim,test_index,true_label,avg_std_all_testpoints_labels_for_d,avg_std_this_testpoint_all_labels,num_labels,noise_type,noise_probability,train_size,img_h,img_w,loss_name,activation,depth,width,used_num_noise_datasets,used_init_count_min,used_init_count_max,mean_label_0,mean_label_1,mean_label_2,mean_label_3,mean_label_4,mean_label_5,mean_label_6,mean_label_7,mean_label_8,mean_label_9,std_label_0,std_label_1,std_label_2,std_label_3,std_label_4,std_label_5,std_label_6,std_label_7,std_label_8,std_label_9
784,0,7,0.09545259482689572,0.10006567608762824,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.10339350265823306,-0.046797022524289786,0.05053450633399189,0.08529031989490612,0.13610238735843444,0.0805814832923934,0.0320994061366655,0.4382219209298493,0.14934896554797883,0.2835625475291162,0.08654448981914901,0.10824460804494734,0.10998027498813014,0.09956269744225243,0.10367615773671322,0.10004427243091824,0.10297740593363165,0.10853354502503051,0.08396742427237436,0.09712588518313547
784,1,2,0.09545259482689572,0.09449439651780756,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.17574261878523967,0.12054219978209588,0.2287434663884341,0.24875762799009682,-0.047887791277840715,0.1866378029985353,0.2503534377561882,-0.05582380399294199,0.19129352185875179,-0.009103374592028559,0.09473317829468454,0.09326338861013223,0.08957408826899418,0.10377497999014845,0.08940406290679646,0.09763584144427657,0.09565877321897484,0.08967710790101222,0.09285261431303503,0.09836993023002105
784,2,1,0.09545259482689572,0.09694586832366137,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,-0.04716813995875421,0.5694898630306126,0.12458292415551842,0.12550328162219368,0.005202321946620945,0.05602603742387149,0.08943811069242658,0.06044767526723447,0.2107792703649029,0.059721817702054966,0.0893717225888949,0.09692078261301414,0.08931816531088231,0.08890818189740349,0.09900159063091625,0.12002180012556818,0.09651072034214969,0.09274848970884982,0.10664782502010701,0.09000940499882781
784,3,0,0.09545259482689572,0.09521880397878517,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.4085152972992509,-0.10970118581037971,0.09925466787721957,0.1294961900897324,0.05415047424286603,0.1664499584222213,0.2517407167525961,0.13115499694831667,0.1477718699499965,0.16144309025583792,0.09895762276913123,0.08538237133121146,0.108238640847728,0.08814388925148824,0.09426319113163065,0.09557495526439957,0.09453583050174202,0.10241520121549051,0.08330830704534757,0.10136803042968241
784,4,4,0.09545259482689572,0.09339769508028088,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.16514577152859425,-0.1937791312043555,0.1435729969777166,0.061688879360444815,0.34210846800263967,0.04901083959033715,0.1607574973562732,0.17532201068289577,0.15763676008116456,0.2374861814454197,0.09057831741623223,0.09974314243605294,0.09053763333366167,0.09622671210874276,0.09437077651863829,0.09442050146218986,0.08393567857097593,0.0962727713672327,0.08723169254687652,0.10065972504220591
784,5,1,0.09545259482689572,0.09636010360446297,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,-0.06068645318970083,0.563140132850036,0.11713740055914969,0.14340494555979974,0.014574322040192782,0.06440430180868133,0.04161858756840229,0.08748305174335841,0.22655173610989002,0.10334632348082963,0.09180850286785903,0.09378195411160396,0.0928587087144472,0.0929606874422404,0.09230496255794104,0.1155744989031376,0.09443249276888208,0.09350585474077537,0.09449393400099683,0.10187943993674614
784,6,4,0.09545259482689572,0.09545855741623244,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.039228339022025466,-0.04628841083776204,0.04063553482759742,0.15118043764447792,0.27060878727771337,0.12846943627484145,0.061719514716416596,0.21100240590982142,0.2192694018660113,0.2715107649974524,0.09506298722620887,0.09870458792288592,0.09359491402121836,0.1019174845047478,0.09984575359119066,0.0853411927815131,0.10508434994663488,0.09173847377354004,0.08297811433815096,0.10031771605623381
784,7,9,0.09545259482689572,0.0931450013236556,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.027346871231682588,0.06807673770748078,0.07117287113703787,0.1415592973660678,0.21438950582873076,0.11586456804256877,0.18372680306434636,0.10341958403307945,0.1558847586689517,0.2729019598960876,0.07815159973603347,0.09630278449104969,0.1034259643231738,0.08997079166340358,0.08670977725079909,0.1045127420719519,0.09392641754770112,0.09295912240279731,0.0958622935979423,0.08962852015170368
784,8,5,0.09545259482689572,0.09367360686250002,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.18949152157455681,0.05218740863818673,0.16489791274443266,0.03324193203356116,0.18333081958815448,0.1151054692789912,0.21164484398253255,0.04244786934601143,0.18841110205650324,0.17143111920636145,0.09854400275611107,0.09086222369300008,0.10242200668990249,0.0969314811259499,0.08671099884034598,0.08853852531691607,0.1020655229098116,0.10149361173402426,0.08601861563132013,0.08314907992761869
784,9,9,0.09545259482689572,0.09524980779484302,10,additive_gaussian,0.98,10000,28,28,mse,erf,3,2048,100,10,10,0.12201904011471199,0.040037647170014685,0.023117601875215766,0.042990494370460514,0.21832439516764135,0.10053772430121902,0.10849654282350091,0.2892546736700461,0.1790022808155045,0.3198874856149778,0.08889527458234227,0.09759792723875688,0.11042356894492887,0.10090352523230468,0.09123194140153099,0.10087612089812868,0.08915926717341592,0.09562051174933626,0.07522314985813164,0.10256679086955399
